63

0   V0, pass 1,  phi<0.01
  L1 L2 L3 mod2 mod br3 br gap totGap stopped nL stopV      t1      T1    phi2    Phi2      T2    Pt2    Pt3
   0  1 -1    0   0   1  1   0      0       0  2     6    0.00   31.39  0.0000  0.0100   26.46  0.000  0.000
 id V L        phi        T        V       UZ      Vms     UZms
 31 5 3   0.000550   0.0992   0.0156   0.0950   0.0156   0.0950
 32 5 4   0.000400   0.0968   0.0138   0.1029   0.0138   0.1029
 33 5 5   0.000320   0.0909   0.0113   0.0926   0.0113   0.0926
 34 6 0   0.004270   0.8392   0.0138   0.8693   0.0138   0.8693
 35 6 1   0.003940   1.0035   0.0600   0.9762   0.0600   0.9762
 36 7 0   0.004220   0.8476   0.2149   0.7332   0.1814   0.8371
 37 7 1   0.002800   0.8689   0.2435   0.8378   0.2435   0.8378
 38 7 2   0.002390   0.8543   0.1598   0.8320   0.1598   0.8320
 39 7 3   0.002190   0.8994   0.1796   0.8847   0.1796   0.8847
 40 7 4   0.001820   0.9020   0.1687   0.8948   0.1687   0.8948
 41 7 5   0.000950   0.8577   0.1371   0.8563   0.1371   0.8563
 42 8 0   0.004300   0.8891   0.1701   0.8837   0.1701   0.8837
 43 8 1   0.002400   0.6633   0.0867   0.6672   0.1158   0.6672
 44 8 2   0.002830   0.7603   0.1683   0.7469   0.1683   0.7469
 45 8 3   0.001860   0.9093   0.1978   0.8972   0.2268   0.8972
 46 8 4   0.001280   0.9196   0.1646   0.9171   0.1646   0.9171
 47 8 5   0.001020   0.9466   0.1183   0.9447   0.1183   0.9447

12  Pass 2, V0,  phi<0.04
  L1 L2 L3 mod2 mod br3 br gap totGap stopped nL stopV      t1      T1    phi2    Phi2      T2    Pt2    Pt3
   0  1 -1    0   0   1  1   1      1       1  4     6    0.00   28.30  0.0300  0.0400   18.09  0.000  0.000
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  1 0 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  2 0 2   0.008750   0.1344   0.0971   0.1294   0.0971   0.1294
  3 0 3   0.007920   0.1605   0.1460   0.1649   0.0020   0.1242
  4 1 0   0.005810   0.0555   0.0902   0.0571   0.0346   0.0557
  5 1 1   0.002530   0.0547   0.0412   0.0500   0.0432   0.0480
  6 1 2   0.004710   0.0566   0.0514   0.0333   0.0557   0.0557
  7 1 3   0.003570   0.0606   0.0497   0.0617   0.0497   0.0617
  8 1 4   0.002490   0.0266   0.0421   0.0267   0.0421   0.0267
  9 1 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 10 1 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 11 2 0   0.005680   0.0738   0.0862   0.0744   0.1042   0.0672
 12 2 1   0.005130   0.0420   0.0413   0.0383   0.0655   0.0433
 13 2 2   0.004840   0.0405   0.0543   0.0372   0.0543   0.0412
 14 2 3   0.003310   0.0477   0.0529   0.0469   0.0529   0.0469
 15 2 4   0.004320   0.0359   0.0648   0.0311   0.0648   0.0413
 16 2 5   0.000020   0.0000   0.0000   0.0000   0.0000   0.0000
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.017100   0.4576   0.4571   0.3880   0.4571   0.0508
 19 3 1   0.018770   0.7461   0.3443   0.6360   0.6934   0.5872
 20 3 2   0.018060   0.8539   0.6707   0.8380   0.7240   0.8380
 21 3 3   0.016910   0.7164   0.9053   0.6623   1.0135   0.6729
 22 4 0   0.016440   3.3609   0.4346   0.3969   0.5311   0.4229
 23 4 1   0.023650   0.4197   0.2557   0.5075   1.0769   0.5262
 24 4 2   0.012450   0.3437   0.2828   0.4485   0.4240   0.4485
 25 4 3   0.013540   0.5152   0.4288   0.5596   0.4288   0.6245
 26 4 4   0.010890   1.2084   0.4196   0.6294   0.4196   0.6294
 27 4 5   0.007810   0.6531   0.4528   0.6974   0.4528   0.6974
 28 5 0   0.012830   0.4213   0.5462   0.4607   0.5462   0.4607
 29 5 1   0.024960   0.4498   0.4261   0.5266   0.5911   0.5266
 30 5 2   0.020860   0.4238   0.4206   0.4648   0.4931   0.4648
 31 5 3   0.015860   0.6835   0.3292   0.8110   0.5904   0.8110
 32 5 4   0.012790   0.9014   0.3050   0.9826   0.3418   0.9826
 33 5 5   0.014110   0.8429   0.5352   0.9242   0.5352   0.9242
 34 6 0   0.024020   1.3641   1.2148   1.2228   1.5865   1.3749
 35 6 1   0.027820   2.3535   2.1341   2.3773   2.1401   2.3773
 36 7 0   0.009350   1.3715   0.8950   1.3494   1.0014   1.7245
 37 7 1   0.012470   1.5824   0.7655   1.6535   0.7677   1.7132
 38 7 2   0.012300   1.0575   0.9619   1.1479   0.9619   1.1479
 39 7 3   0.019820   1.6269   1.0597   1.8844   1.0687   2.2818
 40 7 4   0.040800   2.4715   1.3190   3.7103   1.3928   3.7103
 41 7 5   0.027660   2.6475   1.2851   2.9476   1.2851   3.3486
 42 8 0   0.019390   1.6658   1.1279   1.3548   1.6849   2.2306
 43 8 1   0.029630   1.8124   1.0540   2.0980   1.4353   2.5548
 44 8 2   0.021690   1.6114   1.0746   1.5559   1.0746   3.0199
 45 8 3   0.030400   2.1587   2.0059   2.3796   2.0059   3.0082
 46 8 4   0.039720   3.0088   1.2262   3.1359   1.2952   3.6850
 47 8 5   0.056550   4.5123   2.0560   3.4665   2.3184   6.9996
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.003990   0.8922   0.0065   0.0264   0.0065   0.0264
  1 0 1   0.002990   0.4113   0.0116   0.0318   0.0116   0.0318
  2 0 2   0.002800   0.2815   0.0050   0.0124   0.0050   0.0124
  3 0 3   0.002670   0.1532   0.0058   0.0086   0.0058   0.0086
  4 1 0   0.001330   0.0282   0.0045   0.0022   0.0045   0.0022
  5 1 1   0.001230   0.0201   0.0043   0.0169   0.0043   0.0169
  6 1 2   0.000930   0.0106   0.0050   0.0025   0.0046   0.0025
  7 1 3   0.000890   0.0103   0.0051   0.0013   0.0051   0.0013
  8 1 4   0.000750   0.0075   0.0030   0.0018   0.0030   0.0018
  9 1 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 10 1 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 11 2 0   0.001460   0.0298   0.0052   0.0026   0.0052   0.0026
 12 2 1   0.001200   0.0153   0.0049   0.0021   0.0049   0.0021
 13 2 2   0.001080   0.0117   0.0046   0.0016   0.0045   0.0017
 14 2 3   0.000960   0.0088   0.0043   0.0014   0.0043   0.0014
 15 2 4   0.000720   0.0073   0.0039   0.0021   0.0039   0.0021
 16 2 5   0.000000   0.0000   0.0000   0.0001   0.0000   0.0001
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.010140   0.3690   0.0162   0.0922   0.0122   0.0942
 19 3 1   0.010690   0.2648   0.0172   0.1051   0.0203   0.1051
 20 3 2   0.010030   0.2535   0.0597   0.1192   0.0597   0.1192
 21 3 3   0.009750   0.2474   0.0153   0.0872   0.0173   0.0872
 22 4 0   0.003160   0.0843   0.0373   0.0795   0.0373   0.0805
 23 4 1   0.002570   0.1122   0.0343   0.0840   0.0343   0.0907
 24 4 2   0.001930   0.0889   0.0268   0.0866   0.0268   0.0866
 25 4 3   0.001430   0.0838   0.0319   0.0842   0.0319   0.0842
 26 4 4   0.001040   0.0876   0.0226   0.0822   0.0226   0.0822
 27 4 5   0.000730   0.0695   0.0242   0.0664   0.0242   0.0664
 28 5 0   0.003090   0.0883   0.0252   0.0880   0.0252   0.0880
 29 5 1   0.002210   0.0911   0.0321   0.0936   0.0321   0.0936
 30 5 2   0.001830   0.0932   0.0581   0.0854   0.0581   0.0884
 31 5 3   0.001030   0.0836   0.0295   0.0805   0.0295   0.0815
 32 5 4   0.000700   0.1135   0.0356   0.0936   0.0356   0.0936
 33 5 5   0.000540   0.0999   0.0304   0.0990   0.0304   0.0990
 34 6 0   0.019810   0.9320   0.1974   0.9169   0.1974   0.9169
 35 6 1   0.015670   1.0501   0.2747   1.0083   0.2747   1.0083
 36 7 0   0.008970   0.6397   0.5948   0.4710   0.5948   0.4710
 37 7 1   0.009380   0.6599   0.7237   0.4976   0.7237   0.4976
 38 7 2   0.005490   0.6388   0.6357   0.4829   0.6357   0.6300
 39 7 3   0.004520   0.6501   0.5090   0.5631   0.5090   0.5631
 40 7 4   0.003050   0.7467   0.4390   0.6806   0.4390   0.6806
 41 7 5   0.003340   0.7992   0.5023   0.7244   0.5023   0.7244
 42 8 0   0.009360   0.7950   0.3864   0.3231   0.4459   0.7228
 43 8 1   0.008370   0.8855   0.6325   0.7437   0.6325   0.7437
 44 8 2   0.004590   0.4737   0.3647   0.4410   0.3647   0.4410
 45 8 3   0.004680   0.8504   0.5199   0.6559   0.5199   0.7637
 46 8 4   0.003580   0.8247   0.4559   0.7586   0.4559   0.7586
 47 8 5   0.001490   0.5841   0.2658   0.5698   0.2658   0.5698

13  Pass 2, V0,  phi<0.05
  L1 L2 L3 mod2 mod br3 br gap totGap stopped nL stopV      t1      T1    phi2    Phi2      T2    Pt2    Pt3
   0  1 -1    0   0   1  1   1      1       1  5     6    0.00   29.34  0.0400  0.0500   21.06  0.000  0.000
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  1 0 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  2 0 2   0.010980   0.2310   0.1414   0.2503   0.1414   0.2503
  3 0 3   0.011920   0.2790   0.1978   0.2623   0.1927   0.1198
  4 1 0   0.007810   0.0875   0.1407   0.0800   0.1407   0.0854
  5 1 1   0.005580   0.0507   0.0678   0.0528   0.0755   0.0528
  6 1 2   0.004340   0.1432   0.0572   0.1193   0.0572   0.1451
  7 1 3   0.003550   0.0399   0.0574   0.0409   0.0574   0.0409
  8 1 4   0.002770   0.0331   0.0463   0.0310   0.0463   0.0310
  9 1 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 10 1 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 11 2 0   0.011070   0.0872   0.1418   0.0864   0.1418   0.0864
 12 2 1   0.006590   0.0669   0.0539   0.0574   0.0854   0.0657
 13 2 2   0.005320   0.0443   0.0613   0.0453   0.0613   0.0453
 14 2 3   0.003520   0.9297   0.0452   0.0461   0.0570   0.0461
 15 2 4   0.002710   0.0437   0.0419   0.0439   0.0419   0.0439
 16 2 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.022620   0.7833   0.5223   0.7722   0.0001   0.7722
 19 3 1   0.021610   0.7250   0.4741   0.7185   0.7286   0.4917
 20 3 2   0.031020   1.0604   0.8940   1.0268   1.1599   1.3710
 21 3 3   0.046520   1.7057   2.3529   1.4135   2.7572   1.7194
 22 4 0   0.030480   0.6849   0.8543   0.7647   0.8543   0.3932
 23 4 1   0.012320   1.1208   1.0012   0.7214   1.0012   1.1177
 24 4 2   0.043050   0.9700   0.4066   0.6082   0.9959   0.6082
 25 4 3   0.028220   0.6965   0.3658   0.7823   0.4701   0.7823
 26 4 4   0.012620   0.9543   0.3611   1.1214   0.7725   1.1214
 27 4 5   0.010830   0.7417   0.4770   0.8629   0.4770   0.8629
 28 5 0   0.016340   0.6800   0.5447   0.8944   0.6225   0.8944
 29 5 1   0.056340   0.9350   0.4344   0.8404   2.5332   1.1094
 30 5 2   0.026120   0.7725   0.4518   0.7450   0.6774   0.8668
 31 5 3   0.019560   0.8446   0.3137   1.0657   0.5777   1.0657
 32 5 4   0.017500   1.1984   0.5564   1.2492   0.7595   1.2999
 33 5 5   0.017120   0.7560   0.4416   0.8255   0.4416   0.8255
 34 6 0   0.038580   1.9978   1.8111   1.4118   2.1823   1.0089
 35 6 1   0.002000   1.2637   0.4722   1.2791   0.4722   1.2791
 36 7 0   0.017290   1.1696   0.9207   1.2072   0.9207   1.2185
 37 7 1   0.019470   1.6139   0.7175   1.8794   0.7935   1.8794
 38 7 2   0.031180   1.6971   1.7298   1.9670   1.9008   2.5358
 39 7 3   0.037240   2.2120   1.4884   2.9280   1.4086   3.1307
 40 7 4   0.069360   2.7486   1.5435   3.6818   1.5435   4.0266
 41 7 5   0.079950   3.3433   1.6855   4.0332   1.3073   5.1825
 42 8 0   0.030640   1.6816   1.6206   1.9368   1.6206   2.3188
 43 8 1   0.041230   2.1899   2.1561   2.5392   2.3479   2.6239
 44 8 2   0.040210   2.3567   1.2944   1.6340   1.4222   3.5107
 45 8 3   0.056440   2.6188   1.3820   5.1374   1.2630   5.1374
 46 8 4   0.045480   3.8061   1.3960   4.9757   1.9131   5.4295
 47 8 5   0.067910   3.4828   2.5513   4.4778   2.3506   4.4778
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.004420   1.0782   0.0065   0.0246   0.0065   0.0246
  1 0 1   0.003720   0.4718   0.0214   0.0316   0.0214   0.0316
  2 0 2   0.003630   0.2742   0.0062   0.0945   0.0062   0.0945
  3 0 3   0.003610   0.2028   0.0049   0.0102   0.0049   0.0102
  4 1 0   0.001830   0.0311   0.0048   0.0033   0.0048   0.0033
  5 1 1   0.001540   0.0217   0.0042   0.0021   0.0042   0.0021
  6 1 2   0.001110   0.0147   0.0045   0.0023   0.0045   0.0023
  7 1 3   0.001040   0.0087   0.0045   0.0022   0.0045   0.0022
  8 1 4   0.000500   0.0018   0.0001   0.0003   0.0001   0.0003
  9 1 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 10 1 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 11 2 0   0.001770   0.0265   0.0046   0.0028   0.0046   0.0028
 12 2 1   0.001530   0.0180   0.0041   0.0023   0.0048   0.0023
 13 2 2   0.001290   0.0132   0.0049   0.0024   0.0051   0.0020
 14 2 3   0.001080   0.0079   0.0042   0.0025   0.0042   0.0025
 15 2 4   0.000840   0.0064   0.0045   0.0017   0.0045   0.0017
 16 2 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.013600   0.5216   0.1381   0.1199   0.1381   0.1199
 19 3 1   0.013670   0.3817   0.0174   0.0934   0.0174   0.0934
 20 3 2   0.015320   0.4800   0.1135   0.4440   0.1135   0.4574
 21 3 3   0.035480   0.7897   0.0282   0.1025   0.0282   0.1025
 22 4 0   0.005390   0.1453   0.0447   0.0875   0.0447   0.0894
 23 4 1   0.002780   0.0886   0.0386   0.0761   0.0386   0.0761
 24 4 2   0.002260   0.1140   0.0551   0.0685   0.0551   0.0685
 25 4 3   0.001830   0.0808   0.0528   0.0724   0.0528   0.0744
 26 4 4   0.001350   0.0669   0.0331   0.0603   0.0331   0.0603
 27 4 5   0.000770   0.0465   0.0153   0.0452   0.0153   0.0452
 28 5 0   0.003620   0.1018   0.0357   0.0828   0.0357   0.0878
 29 5 1   0.003360   0.1172   0.0739   0.0883   0.0739   0.0783
 30 5 2   0.003160   0.1087   0.0414   0.0813   0.0414   0.0920
 31 5 3   0.001470   0.1002   0.0470   0.0944   0.0470   0.0944
 32 5 4   0.001110   0.0830   0.0333   0.0881   0.0333   0.0881
 33 5 5   0.000980   0.0267   0.0105   0.0305   0.0150   0.0305
 34 6 0   0.024220   0.9458   0.1438   0.9550   0.1438   0.9550
 35 6 1   0.010300   0.2469   0.0447   0.4349   0.0447   0.4349
 36 7 0   0.008070   0.6923   0.7017   0.5021   0.7017   0.5021
 37 7 1   0.008800   0.7090   0.8194   0.2462   0.8194   0.4680
 38 7 2   0.004200   0.4133   0.1605   0.1721   0.1605   0.1721
 39 7 3   0.007100   0.7947   0.7708   0.4465   0.7708   0.4465
 40 7 4   0.003600   0.3962   0.1771   0.1748   0.1771   0.1748
 41 7 5   0.002460   0.7627   0.5898   0.6464   0.5898   0.6464
 42 8 0   0.003770   0.2474   0.1271   0.0929   0.1271   0.1367
 43 8 1   0.008930   0.8154   0.8139   0.5193   0.8139   0.5193
 44 8 2   0.006270   0.8630   0.6395   0.5116   0.6395   0.7629
 45 8 3   0.004390   0.5420   0.5473   0.4526   0.5473   0.4526
 46 8 4   0.006440   0.7138   0.6725   0.5908   0.6452   0.5908
 47 8 5   0.004110   0.7181   0.4902   0.6693   0.4902   0.6693

14  Pass 2, V0,  phi<0.06
  L1 L2 L3 mod2 mod br3 br gap totGap stopped nL stopV      t1      T1    phi2    Phi2      T2    Pt2    Pt3
   0  1 -1    0   0   1  1   1      1       1  5     6    0.00   31.94  0.0500  0.0600   27.48  0.000  0.000
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  1 0 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  2 0 2   0.012300   0.3391   0.1508   0.2878   0.1508   0.2878
  3 0 3   0.011640   0.2713   0.2002   0.2828   0.0000   0.2828
  4 1 0   0.011740   0.0750   0.1654   0.0841   0.1654   0.0841
  5 1 1   0.007220   0.0622   0.0568   0.0638   0.0771   0.0628
  6 1 2   0.003780   0.5125   0.0441   0.0512   0.0530   0.0534
  7 1 3   0.003650   0.0318   0.0509   0.0350   0.0559   0.0350
  8 1 4   0.002650   0.1223   0.0495   0.0400   0.0535   0.1184
  9 1 5   0.000340   0.0245   0.0147   0.0249   0.0147   0.0249
 10 1 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 11 2 0   0.009710   0.0975   0.1238   0.0997   0.1427   0.1027
 12 2 1   0.009850   0.0615   0.0648   0.0633   0.1210   0.0633
 13 2 2   0.005090   0.0520   0.0458   0.0507   0.0646   0.0507
 14 2 3   0.003420   0.0464   0.0670   0.0446   0.0670   0.0446
 15 2 4   0.003390   0.0451   0.0532   0.0440   0.0532   0.0447
 16 2 5   0.000040   0.0008   0.0000   0.0000   0.0000   0.0000
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.027020   0.8814   0.5775   0.9471   0.2249   0.2732
 19 3 1   0.021220   0.9559   0.8240   0.8688   0.8967   0.4648
 20 3 2   0.034900   1.7264   1.8737   1.3788   2.3761   1.5772
 21 3 3   0.049390   2.7265   3.4250   2.3098   3.4250   2.3098
 22 4 0   0.022570   0.4182   0.9181   0.6558   1.0061   0.8335
 23 4 1   0.013080   0.6541   0.7106   0.8555   1.0418   1.1372
 24 4 2   0.061740   1.1780   0.5096   0.8636   1.6485   1.1330
 25 4 3   0.013160   0.7555   0.4242   0.9369   0.7327   0.9369
 26 4 4   0.016740   1.2798   0.4476   1.5180   0.8061   1.5180
 27 4 5   0.021490   0.9385   0.5167   1.1072   0.5679   1.1072
 28 5 0   0.021560   0.8628   0.8706   1.2788   0.4897   1.2788
 29 5 1   0.041240   0.6429   0.5404   1.1411   0.7429   1.1411
 30 5 2   0.023810   1.1690   0.6056   1.0539   1.2395   1.5057
 31 5 3   0.045140   1.1820   0.5280   1.4554   0.8334   1.4554
 32 5 4   0.015490   1.3889   0.4758   1.6239   0.2619   1.6239
 33 5 5   0.019860   1.0452   0.5515   1.1357   0.4930   1.1310
 34 6 0   0.007920   0.3109   0.5404   0.3159   0.5404   0.3159
 35 6 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 36 7 0   0.016610   1.3968   0.9840   2.3233   0.9840   2.3233
 37 7 1   0.017360   0.4495   0.8233   0.6494   0.8233   0.6494
 38 7 2   0.024150   1.3632   0.8642   2.1325   0.8642   2.1325
 39 7 3   0.032460   1.9601   1.6860   2.4475   1.6860   3.0563
 40 7 4   0.059700   2.8869   1.0105   4.7704   0.7998   4.7704
 41 7 5   0.046450   2.6312   2.0883   3.7015   1.8094   3.7015
 42 8 0   0.010500   0.5515   0.4924   0.8024   0.4924   0.8582
 43 8 1   0.025680   0.9872   1.3467   1.5646   1.3467   1.5646
 44 8 2   0.030610   0.9029   1.0274   2.7436   1.0274   2.7436
 45 8 3   0.063840   2.7017   1.6264   4.5251   1.3477   4.5251
 46 8 4   0.056620   3.8149   1.7758   5.2192   1.8483   5.8514
 47 8 5   0.040350   3.2362   2.3875   3.8658   2.0568   4.3269
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.005200   1.1576   0.0062   0.0454   0.0062   0.0454
  1 0 1   0.004440   0.5307   0.0200   0.0667   0.0200   0.0667
  2 0 2   0.004020   0.3056   0.0052   0.0154   0.0052   0.0154
  3 0 3   0.004260   0.2055   0.0063   0.0120   0.0063   0.0120
  4 1 0   0.002150   0.0315   0.0050   0.0024   0.0050   0.0024
  5 1 1   0.001870   0.0208   0.0038   0.0025   0.0038   0.0025
  6 1 2   0.001550   0.0128   0.0039   0.0019   0.0049   0.0019
  7 1 3   0.001300   0.0074   0.0044   0.0019   0.0044   0.0019
  8 1 4   0.001230   0.0069   0.0040   0.0023   0.0040   0.0023
  9 1 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 10 1 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 11 2 0   0.002020   0.0263   0.0058   0.0033   0.0058   0.0033
 12 2 1   0.001880   0.0196   0.0050   0.0034   0.0050   0.0034
 13 2 2   0.001460   0.0127   0.0038   0.0025   0.0038   0.0025
 14 2 3   0.001340   0.0099   0.0039   0.0022   0.0039   0.0022
 15 2 4   0.001020   0.0091   0.0037   0.0021   0.0037   0.0021
 16 2 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.016120   0.5104   0.0304   0.1208   0.0304   0.1208
 19 3 1   0.017690   0.4963   0.0401   0.2744   0.0401   0.2744
 20 3 2   0.020720   0.7429   0.0980   0.5570   0.0980   0.5570
 21 3 3   0.025760   1.0488   0.0832   0.0906   0.0832   0.0906
 22 4 0   0.003290   0.0908   0.0355   0.0810   0.0355   0.0810
 23 4 1   0.004060   0.1189   0.0551   0.0806   0.0551   0.0806
 24 4 2   0.003110   0.1410   0.0739   0.0804   0.0739   0.0804
 25 4 3   0.002480   0.1198   0.0598   0.0886   0.0598   0.0886
 26 4 4   0.002150   0.0840   0.0591   0.0708   0.0591   0.0708
 27 4 5   0.000100   0.0595   0.0078   0.0543   0.0078   0.0543
 28 5 0   0.004440   0.1515   0.0492   0.0872   0.0492   0.0977
 29 5 1   0.004100   0.1437   0.0720   0.0868   0.0379   0.0868
 30 5 2   0.004390   0.1292   0.0659   0.0815   0.0659   0.0815
 31 5 3   0.002130   0.0965   0.0661   0.0817   0.0661   0.0817
 32 5 4   0.001080   0.0655   0.0499   0.0652   0.0499   0.0652
 33 5 5   0.001160   0.0622   0.0147   0.0578   0.0160   0.0578
 34 6 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 35 6 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 36 7 0   0.003680   0.2288   0.0498   0.0451   0.0498   0.0451
 37 7 1   0.001420   0.2088   0.0845   0.1200   0.0845   0.1200
 38 7 2   0.001660   0.0011   0.0357   0.1271   0.0357   0.1271
 39 7 3   0.004330   0.3025   0.1325   0.0899   0.0259   0.0899
 40 7 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 41 7 5   0.002590   0.4140   0.2037   0.2094   0.0517   0.2094
 42 8 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 43 8 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 44 8 2   0.002110   0.1611   0.0558   0.0186   0.0558   0.0186
 45 8 3   0.001610   0.1434   0.0000   0.0000   0.0523   0.1246
 46 8 4   0.004420   0.4915   0.2365   0.4966   0.2958   0.4712
 47 8 5   0.001050   0.1049   0.0877   0.0989   0.0877   0.0938

15  Pass 2, V0,  phi<0.07
  L1 L2 L3 mod2 mod br3 br gap totGap stopped nL stopV      t1      T1    phi2    Phi2      T2    Pt2    Pt3
   0  1 -1    0   0   1  1   1      1       1  6     6    0.00   31.10  0.0600  0.0700   44.80  0.000  0.000
 id V L        phi        T        V       UZ      Vms     UZms
